Sale ID,Salesperson,First Name,Last Name,VIP,Date of Birth,Gender,Country,Item Quantity,Item Price,Item Colour,Item Size,Item Range,Item COGS,Item Profit,PurchaseDate
3932,1,Alaine,Prince,Y,2/06/1944,F,United Kingdom,10,890.9,COLOUR-BLUE,SIZE-XXL,RANGE-SHIRT,498.904,391.996,5/08/2014
3933,6,Linwood,Cobb,Y,26/06/1962,M,Australia,8,120.64,COLOUR-BLACK,SIZE-M,RANGE-JACKET,88.0672,32.5728,15/08/2014
3934,5,Kina,de Bosch,N,25/12/1980,F,United States,8,114.16,COLOUR-BLUE,SIZE-M,RANGE-JACKET,68.496,45.664,25/05/2014
3935,2,Quentin,Sombaart,N,18/03/1960,M,New Zealand,3,9,COLOUR-BLUE,SIZE-L,RANGE-JACKET,4.59,4.41,25/10/2013
3936,6,Nickole,Beck,Y,24/02/1982,F,New Zealand,7,27.93,COLOUR-BLUE,SIZE-XXL,RANGE-OTHER,23.4612,4.4688,28/12/2013
3937,6,Remedios,Louris,Y,29/01/1959,F,Australia,6,188.76,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,130.2444,58.5156,28/05/2014
3938,7,Steven,van Linden,N,23/10/1979,M,New Zealand,6,59.34,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,35.604,23.736,13/09/2014
3939,4,Kristen,Tukker,N,26/01/1974,F,United Kingdom,6,3.66,COLOUR-GREEN,SIZE-L,RANGE-OTHER,2.0862,1.5738,2/06/2014
3940,5,Otto,van Rijnberck,Y,25/06/1940,M,Australia,5,405.2,COLOUR-BLACK,SIZE-XL,RANGE-OTHER,312.004,93.196,31/07/2014
3941,9,Maurice,Holden,Y,14/08/1937,M,United Kingdom,10,923.5,COLOUR-BLUE,SIZE-L,RANGE-OTHER,591.04,332.46,2/07/2014
3942,8,Catharine,Vesters,Y,18/12/1982,F,Australia,10,454,COLOUR-GREEN,SIZE-M,RANGE-PANT,381.36,72.64,2/12/2013
3943,8,Flora,Glass,Y,18/08/1950,F,United Kingdom,8,314.48,COLOUR-WHITE,SIZE-S,RANGE-JACKET,257.8736,56.6064,22/01/2014
3944,3,Cristobal,Schipper,N,25/08/1994,M,United Kingdom,5,2.95,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,2.4485,0.5015,11/04/2014
3945,9,Delena,Allen,Y,13/11/1948,F,United States,9,45.27,COLOUR-BLUE,SIZE-L,RANGE-SHIRT,37.5741,7.6959,12/02/2014
3946,6,Archie,Palsgraaf,N,11/07/1978,M,New Zealand,8,16,COLOUR-BLUE,SIZE-S,RANGE-SHIRT,8.64,7.36,26/01/2014
3947,1,Tyrell,van Malsem,Y,7/04/1949,M,United Kingdom,8,141.44,COLOUR-BLUE,SIZE-L,RANGE-JACKET,110.3232,31.1168,9/11/2013
3948,6,Taryn,Boyle,N,9/10/1952,F,New Zealand,1,36.36,COLOUR-BLACK,SIZE-M,RANGE-OTHER,27.27,9.09,1/05/2014
3949,1,Dorethea,Li,Y,5/05/1972,F,New Zealand,10,170,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,137.7,32.3,1/04/2014
3950,1,Wilburn,Cleijn,N,19/07/1994,M,United States,10,390,COLOUR-WHITE,SIZE-M,RANGE-OTHER,292.5,97.5,30/03/2014
3951,9,Annamae,Whitney,N,2/02/1990,F,New Zealand,8,398.4,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,334.656,63.744,21/08/2014
3952,10,Erich,Lozano,N,15/02/1964,M,United States,9,33.75,COLOUR-BLUE,SIZE-M,RANGE-JACKET,27.675,6.075,31/07/2014
3953,5,Harris,Roberson,N,18/03/1995,M,United States,10,263.2,COLOUR-WHITE,SIZE-XL,RANGE-JACKET,155.288,107.912,21/07/2014
3954,8,Lawerence,Fowler,N,27/01/1965,M,United Kingdom,7,294.14,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,214.7222,79.4178,28/05/2014
3955,3,Collin,Reehorst,Y,18/06/1960,M,United States,4,40,COLOUR-GREEN,SIZE-S,RANGE-JACKET,29.2,10.8,27/07/2014
3956,4,Tammara,van Wijck,N,28/05/1957,F,New Zealand,9,717.3,COLOUR-BLACK,SIZE-L,RANGE-PANT,566.667,150.633,24/07/2014
3957,7,Lois,Forbes,N,25/03/1935,F,Australia,6,334.8,COLOUR-GREEN,SIZE-L,RANGE-PANT,167.4,167.4,7/02/2014
3958,1,Blaine,Snyder,Y,29/06/1996,M,New Zealand,2,37.82,COLOUR-WHITE,SIZE-XL,RANGE-SHIRT,28.365,9.455,18/10/2013
3959,6,Luciano,Thomson,N,8/06/1968,M,United Kingdom,4,20.76,COLOUR-BLACK,SIZE-XXL,RANGE-JACKET,13.7016,7.0584,26/02/2014
3960,9,Ervin,Hernandez,Y,6/03/1936,M,United Kingdom,5,129.1,COLOUR-BLACK,SIZE-XXL,RANGE-SHIRT,67.132,61.968,11/10/2013
3961,4,Stephen,van Bentem,N,26/03/1968,M,New Zealand,2,61.16,COLOUR-GREEN,SIZE-XXL,RANGE-PANT,52.5976,8.5624,11/07/2014
3962,9,Crista,Pennington,N,5/01/1979,F,United Kingdom,10,49.5,COLOUR-WHITE,SIZE-L,RANGE-PANT,38.115,11.385,9/09/2014
3963,6,Lloyd,Keller,N,12/09/1982,M,New Zealand,2,69.14,COLOUR-BLUE,SIZE-M,RANGE-PANT,44.2496,24.8904,7/10/2013
3964,7,Catrina,Carter,N,24/07/1976,F,New Zealand,8,947.44,COLOUR-WHITE,SIZE-XL,RANGE-PANT,710.58,236.86,3/05/2014
3965,5,Bertram,Yates,N,14/08/1978,M,Australia,2,72.72,COLOUR-BLUE,SIZE-L,RANGE-SHIRT,49.4496,23.2704,4/05/2014
3966,6,Delena,van Riemsdijk,N,21/11/1987,F,United States,1,47.25,COLOUR-WHITE,SIZE-S,RANGE-PANT,23.625,23.625,17/10/2013
3967,8,Maricela,Augustinus,N,27/05/1982,F,New Zealand,2,212.52,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,142.3884,70.1316,10/10/2013
3968,4,Otis,Haak,N,7/01/1948,M,United States,9,71.91,COLOUR-WHITE,SIZE-L,RANGE-PANT,49.6179,22.2921,31/03/2014
3969,2,Man,Hansen,Y,25/02/1940,M,New Zealand,3,417.12,COLOUR-BLACK,SIZE-L,RANGE-SHIRT,333.696,83.424,27/01/2014
3970,6,Fredda,Palsgraaf,Y,24/03/1956,F,United Kingdom,9,35.91,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,28.0098,7.9002,30/05/2014
3971,2,Gaye,Mccall,N,16/04/1951,F,United Kingdom,8,76,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,34.2,41.8,1/11/2013
3972,9,Shannon,Fitzpatrick,N,20/09/1942,F,United States,9,134.91,COLOUR-WHITE,SIZE-L,RANGE-OTHER,90.3897,44.5203,22/09/2013
3973,9,Ernest,Boudewijn,N,31/07/1969,M,United Kingdom,4,40.08,COLOUR-BLUE,SIZE-S,RANGE-JACKET,23.2464,16.8336,23/09/2014
3974,2,Justina,de Heus,N,3/02/1943,F,New Zealand,5,110.4,COLOUR-GREEN,SIZE-XL,RANGE-PANT,66.24,44.16,16/12/2013
3975,1,Vergie,Porter,Y,8/07/1971,F,United States,6,218.22,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,163.665,54.555,8/02/2014
3976,2,Gonzalo,van Lynden,Y,6/04/1969,M,Australia,6,479.7,COLOUR-GREEN,SIZE-M,RANGE-PANT,311.805,167.895,25/06/2014
3977,1,Mack,Hoffman,Y,31/01/1994,M,New Zealand,10,27,COLOUR-BLUE,SIZE-S,RANGE-PANT,18.36,8.64,16/04/2014
3978,6,Jose,Kox,Y,13/05/1980,M,Australia,3,13.47,COLOUR-GREEN,SIZE-S,RANGE-SHIRT,10.9107,2.5593,8/10/2013
3979,2,Miles,West,N,10/08/1944,M,United States,10,150.1,COLOUR-WHITE,SIZE-XL,RANGE-JACKET,79.553,70.547,24/03/2014
3980,9,Jere,Fields,N,7/12/1946,M,New Zealand,2,56.66,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,45.328,11.332,12/07/2014
3981,4,Eleonor,Pace,N,20/12/1966,F,Australia,7,62.65,COLOUR-GREEN,SIZE-XL,RANGE-JACKET,51.373,11.277,2/08/2014
3982,2,Emery,Mccullough,N,22/02/1968,M,United States,10,210.1,COLOUR-BLACK,SIZE-M,RANGE-OTHER,147.07,63.03,17/09/2014
3983,7,Shanel,Mcmillan,Y,8/05/1935,F,New Zealand,2,243.36,COLOUR-BLUE,SIZE-M,RANGE-PANT,180.0864,63.2736,30/05/2014
3984,1,Angelyn,Ferrell,Y,7/05/1984,F,New Zealand,8,78.56,COLOUR-WHITE,SIZE-L,RANGE-JACKET,54.992,23.568,13/04/2014
3985,3,Porter,Savelkoel,Y,3/10/1961,M,New Zealand,6,19.14,COLOUR-GREEN,SIZE-XL,RANGE-JACKET,8.9958,10.1442,7/02/2014
3986,8,Boyce,Konijn,Y,30/12/1987,M,United States,9,45.99,COLOUR-BLUE,SIZE-S,RANGE-OTHER,32.6529,13.3371,26/10/2013
3987,3,Leland,Allen,N,7/09/1989,M,United Kingdom,1,1.15,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,0.943,0.207,14/06/2014
3988,9,Rogelio,Montgomery,Y,20/06/1988,M,United States,4,16.72,COLOUR-BLACK,SIZE-L,RANGE-PANT,9.6976,7.0224,26/10/2013
3989,9,Humberto,Hayes,Y,9/08/1971,M,United Kingdom,4,44.96,COLOUR-BLUE,SIZE-M,RANGE-PANT,26.0768,18.8832,12/09/2014
3990,10,Demetrice,Burch,N,15/07/1992,F,United Kingdom,6,276.96,COLOUR-BLACK,SIZE-L,RANGE-JACKET,240.9552,36.0048,10/05/2014
3991,8,Madeline,Baldwin,Y,22/07/1983,F,Australia,1,71.25,COLOUR-GREEN,SIZE-M,RANGE-SHIRT,48.45,22.8,12/05/2014
3992,10,Deandre,Ledeboer,Y,21/10/1951,M,New Zealand,1,37.38,COLOUR-BLUE,SIZE-XXL,RANGE-JACKET,20.559,16.821,25/04/2014
3993,2,Kurtis,Sweet,N,8/02/1974,M,New Zealand,3,51.6,COLOUR-BLUE,SIZE-XXL,RANGE-SHIRT,36.12,15.48,13/06/2014
3994,3,Francene,Pham,N,26/07/1961,F,United Kingdom,1,9.52,COLOUR-GREEN,SIZE-S,RANGE-OTHER,7.14,2.38,23/05/2014
3995,3,Jerrod,Bonilla,Y,17/12/1948,M,Australia,5,4.25,COLOUR-WHITE,SIZE-M,RANGE-PANT,2.38,1.87,21/09/2014
3996,7,Alfonzo,Stamhuis,Y,11/09/1994,M,United States,6,774,COLOUR-WHITE,SIZE-M,RANGE-OTHER,417.96,356.04,18/06/2014
3997,6,Teresa,van Haren,N,24/09/1985,F,New Zealand,5,20.7,COLOUR-WHITE,SIZE-S,RANGE-SHIRT,14.49,6.21,16/07/2014
3998,8,Rocco,Boer,N,10/02/1968,M,Australia,7,327.6,COLOUR-BLUE,SIZE-S,RANGE-SHIRT,258.804,68.796,14/03/2014
3999,6,Nathaniel,Shaffer,N,17/07/1965,M,New Zealand,7,17.64,COLOUR-WHITE,SIZE-XL,RANGE-JACKET,14.2884,3.3516,26/11/2013
4000,9,Kimbery,Dickerson,Y,29/08/1936,F,New Zealand,2,45.78,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,21.9744,23.8056,22/09/2014
4001,8,Erick,Wissink,Y,5/11/1943,M,Australia,10,402.1,COLOUR-BLACK,SIZE-S,RANGE-PANT,184.966,217.134,23/01/2014
4002,1,Roxana,Sam,Y,17/11/1940,F,Australia,8,219.68,COLOUR-BLACK,SIZE-XL,RANGE-JACKET,162.5632,57.1168,14/12/2013
4003,1,Lillian,Benedictus,N,19/07/1980,F,United Kingdom,10,254.4,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,180.624,73.776,10/01/2014
4004,6,Geraldine,Sellers,N,16/01/1976,F,Australia,10,644.6,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,502.788,141.812,15/10/2013
4005,9,Janet,Alvarado,Y,3/01/1949,F,United Kingdom,9,77.94,COLOUR-BLACK,SIZE-XL,RANGE-SHIRT,39.7494,38.1906,15/09/2014
4006,7,Vance,Conley,Y,27/07/1991,M,United States,4,80.2,COLOUR-GREEN,SIZE-S,RANGE-OTHER,52.13,28.07,20/07/2014
4007,6,Ronnie,Jongens,N,13/01/1981,M,United Kingdom,7,210,COLOUR-WHITE,SIZE-S,RANGE-SHIRT,107.1,102.9,15/03/2014
4008,8,Hugh,Hunter,N,2/02/1953,M,New Zealand,6,26.34,COLOUR-BLACK,SIZE-M,RANGE-OTHER,21.072,5.268,20/06/2014
4009,6,Ernest,Kars,Y,28/12/1941,M,New Zealand,4,2.12,COLOUR-WHITE,SIZE-XL,RANGE-JACKET,1.802,0.318,21/05/2014
4010,8,Benedict,de Ruyter,N,23/07/1955,M,United Kingdom,10,120,COLOUR-WHITE,SIZE-M,RANGE-OTHER,60,60,10/06/2014
4011,6,Letitia,Oconnor,Y,22/12/1964,F,New Zealand,9,15.48,COLOUR-BLUE,SIZE-XXL,RANGE-SHIRT,10.062,5.418,27/05/2014
4012,3,Darci,van Hattum,Y,11/03/1963,F,New Zealand,2,5.42,COLOUR-BLACK,SIZE-L,RANGE-PANT,4.7154,0.7046,3/01/2014
4013,6,Jacquelyne,Olsen,N,11/12/1982,F,United Kingdom,4,18.56,COLOUR-BLACK,SIZE-XXL,RANGE-JACKET,13.3632,5.1968,28/09/2014
4014,9,Karl,Koeleman,N,26/02/1936,M,Australia,8,80.64,COLOUR-BLUE,SIZE-L,RANGE-JACKET,53.2224,27.4176,17/07/2014
4015,6,Ula,Chayah,N,4/10/1977,F,United States,10,30.8,COLOUR-GREEN,SIZE-L,RANGE-PANT,24.948,5.852,10/08/2014
4016,6,Penny,Walls,Y,24/03/1953,F,United Kingdom,5,60.65,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,42.455,18.195,5/03/2014
4017,3,Hassan,Adams,N,23/12/1975,M,New Zealand,7,41.93,COLOUR-WHITE,SIZE-M,RANGE-OTHER,27.6738,14.2562,7/11/2013
4018,5,Cierra,Velazquez,N,23/01/1986,F,Australia,7,4.27,COLOUR-WHITE,SIZE-L,RANGE-JACKET,1.9642,2.3058,19/12/2013
4019,9,Jenny,Stilting,N,7/07/1993,F,United States,10,24.7,COLOUR-BLACK,SIZE-XXL,RANGE-OTHER,14.079,10.621,17/01/2014
4020,5,Debby,van Helten,Y,14/01/1962,F,United Kingdom,8,6.4,COLOUR-BLACK,SIZE-L,RANGE-SHIRT,3.264,3.136,5/03/2014
4021,5,Jeanett,Werps,Y,29/12/1989,F,United States,3,79.29,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,68.9823,10.3077,24/02/2014
4022,10,Fausto,Carpenter,N,1/01/1981,M,United States,10,347.3,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,281.313,65.987,6/11/2013
4023,1,Bill,de Boon,Y,11/11/1971,M,Australia,9,35.55,COLOUR-BLACK,SIZE-L,RANGE-JACKET,21.33,14.22,12/01/2014
4024,7,Mickey,Howe,Y,8/10/1952,M,United States,6,16.5,COLOUR-WHITE,SIZE-XXL,RANGE-PANT,11.55,4.95,10/11/2013
4025,3,Elton,Ali,N,24/12/1993,M,United Kingdom,7,54.95,COLOUR-GREEN,SIZE-M,RANGE-PANT,47.8065,7.1435,25/06/2014
4026,7,Yong,Bartens,Y,3/03/1962,M,United States,5,7.85,COLOUR-BLUE,SIZE-L,RANGE-PANT,5.024,2.826,28/06/2014
4027,1,Ike,Otterspoor,Y,24/03/1992,M,United Kingdom,9,127.17,COLOUR-WHITE,SIZE-S,RANGE-PANT,97.9209,29.2491,16/07/2014
4028,7,Raymundo,van Het kaar,N,12/04/1943,M,United States,9,135.09,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,85.1067,49.9833,26/04/2014
4029,4,Arron,Lam,Y,1/03/1953,M,Australia,7,27.3,COLOUR-GREEN,SIZE-L,RANGE-PANT,22.932,4.368,16/08/2014
4030,6,Elliott,Clark,N,22/03/1993,M,United Kingdom,3,21.78,COLOUR-BLACK,SIZE-S,RANGE-PANT,13.068,8.712,29/01/2014
4031,4,Reina,Good,Y,31/10/1975,F,New Zealand,2,11,COLOUR-BLUE,SIZE-L,RANGE-SHIRT,6.49,4.51,14/11/2013
4032,6,Kimber,Louris,Y,6/01/1993,F,United Kingdom,10,23.5,COLOUR-WHITE,SIZE-L,RANGE-SHIRT,19.505,3.995,29/05/2014
4033,3,Felix,Chase,Y,16/06/1955,M,New Zealand,10,27.9,COLOUR-BLUE,SIZE-M,RANGE-JACKET,16.74,11.16,17/03/2014
4034,6,Barrett,Jongens,N,11/08/1968,M,New Zealand,2,8.78,COLOUR-WHITE,SIZE-XL,RANGE-SHIRT,7.024,1.756,6/01/2014
4035,1,Riley,Soto,N,3/10/1990,M,United Kingdom,4,92.52,COLOUR-WHITE,SIZE-S,RANGE-JACKET,59.2128,33.3072,30/08/2014
4036,10,Barton,Larson,N,15/11/1988,M,United Kingdom,9,90.54,COLOUR-BLACK,SIZE-XXL,RANGE-PANT,43.4592,47.0808,24/06/2014
4037,10,Arvilla,Marsh,Y,27/01/1938,F,Australia,2,24.5,COLOUR-GREEN,SIZE-L,RANGE-OTHER,14.21,10.29,10/01/2014
4038,4,Venus,Alvarado,Y,27/07/1956,F,United Kingdom,8,292.24,COLOUR-BLUE,SIZE-M,RANGE-OTHER,216.2576,75.9824,29/03/2014
4039,3,Alfred,Hanna,Y,25/04/1971,M,United Kingdom,2,78.26,COLOUR-GREEN,SIZE-L,RANGE-JACKET,50.869,27.391,5/02/2014
4040,6,Sal,Webb,Y,30/10/1993,M,New Zealand,4,211.52,COLOUR-GREEN,SIZE-M,RANGE-PANT,152.2944,59.2256,24/07/2014
4041,7,Luciano,Byers,Y,21/06/1986,M,New Zealand,4,9.76,COLOUR-BLACK,SIZE-M,RANGE-PANT,5.368,4.392,23/07/2014
4042,7,Delmer,van Harn,N,20/01/1936,M,Australia,2,14.3,COLOUR-WHITE,SIZE-XXL,RANGE-PANT,12.012,2.288,10/06/2014
4043,7,Missy,Schoonderbeek,N,12/03/1960,F,Australia,8,18.24,COLOUR-GREEN,SIZE-XXL,RANGE-JACKET,10.5792,7.6608,31/07/2014
4044,6,Belen,Dunlop,N,2/09/1962,F,New Zealand,4,17.88,COLOUR-BLUE,SIZE-S,RANGE-OTHER,12.3372,5.5428,19/05/2014
4045,10,Trey,Joseph,Y,2/07/1982,M,United States,3,10.65,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,8.4135,2.2365,26/12/2013
4046,9,Clay,Mcclain,N,15/08/1954,M,United Kingdom,7,10.64,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,8.9376,1.7024,24/11/2013
4047,1,Bianca,Obrien,N,22/03/1987,F,United Kingdom,8,89.2,COLOUR-BLACK,SIZE-M,RANGE-JACKET,58.872,30.328,11/06/2014
4048,1,Kerry,Kruissen,N,13/11/1996,M,Australia,8,103.92,COLOUR-GREEN,SIZE-M,RANGE-SHIRT,61.3128,42.6072,29/01/2014
4049,5,Chance,Carson,N,25/11/1951,M,United Kingdom,7,208.46,COLOUR-BLACK,SIZE-XL,RANGE-JACKET,152.1758,56.2842,13/05/2014
4050,5,Angelic,Erickson,N,17/11/1953,F,New Zealand,4,38.24,COLOUR-BLUE,SIZE-L,RANGE-PANT,25.6208,12.6192,29/06/2014
4051,5,Marcelene,Ewing,Y,6/07/1977,F,New Zealand,7,10.92,COLOUR-BLUE,SIZE-XL,RANGE-PANT,6.3336,4.5864,1/11/2013
4052,10,Edwardo,Reijdon,N,26/10/1959,M,United Kingdom,5,94.55,COLOUR-GREEN,SIZE-XL,RANGE-OTHER,64.294,30.256,26/09/2014
4053,6,Wallace,Hall,Y,6/10/1936,M,Australia,1,37.71,COLOUR-BLUE,SIZE-XXL,RANGE-OTHER,26.397,11.313,30/09/2013
4054,5,Leopoldo,Uijttenbogaard,N,3/02/1985,M,United Kingdom,9,18,COLOUR-GREEN,SIZE-XL,RANGE-PANT,10.62,7.38,27/07/2014
4055,5,Wallace,Andrade,N,2/09/1937,M,New Zealand,6,130.38,COLOUR-GREEN,SIZE-S,RANGE-PANT,73.0128,57.3672,5/08/2014
4056,1,Raymond,Sweeney,Y,25/05/1964,M,United States,6,70.86,COLOUR-BLACK,SIZE-M,RANGE-PANT,52.4364,18.4236,28/12/2013
4057,6,Alane,van Everdingen,N,17/08/1993,F,Australia,2,21.9,COLOUR-BLUE,SIZE-XXL,RANGE-OTHER,13.359,8.541,18/07/2014
4058,6,Kirk,Munoz,N,20/05/1938,M,United Kingdom,3,90,COLOUR-WHITE,SIZE-L,RANGE-SHIRT,58.5,31.5,8/02/2014
4059,4,Catalina,Perry,N,18/06/1972,F,New Zealand,9,107.82,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,73.3176,34.5024,13/10/2013
4060,8,Roselle,Geers,N,7/10/1970,F,United Kingdom,4,242.6,COLOUR-BLACK,SIZE-S,RANGE-OTHER,194.08,48.52,11/02/2014
4061,3,Malisa,Bruijnen,N,28/11/1984,F,United States,10,270,COLOUR-WHITE,SIZE-XXL,RANGE-PANT,172.8,97.2,4/09/2014
4062,2,Dorothea,Brennan,Y,25/02/1983,F,Australia,5,160.75,COLOUR-BLUE,SIZE-L,RANGE-OTHER,75.5525,85.1975,7/05/2014
4063,3,Sylvester,Paul,N,13/07/1938,M,New Zealand,5,427.8,COLOUR-WHITE,SIZE-XXL,RANGE-SHIRT,226.734,201.066,28/12/2013
4064,6,Coletta,van der Waal,Y,15/08/1979,F,United Kingdom,2,22.04,COLOUR-WHITE,SIZE-L,RANGE-OTHER,17.4116,4.6284,4/02/2014
4065,6,Pasquale,Whitfield,N,25/11/1961,M,United Kingdom,10,34.1,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,28.985,5.115,7/07/2014
4066,2,Terry,van Ingen,N,3/08/1943,M,United Kingdom,4,74.56,COLOUR-BLUE,SIZE-S,RANGE-PANT,38.7712,35.7888,8/06/2014
4067,6,Aurelio,Muusse,N,5/01/1960,M,United Kingdom,5,39.75,COLOUR-BLUE,SIZE-L,RANGE-PANT,29.0175,10.7325,18/01/2014
4068,9,Bessie,Owen,N,7/05/1944,F,Australia,7,70.42,COLOUR-BLUE,SIZE-L,RANGE-SHIRT,35.21,35.21,19/02/2014
4069,6,Chantell,Verweij,Y,2/10/1945,F,United Kingdom,5,274.2,COLOUR-GREEN,SIZE-XL,RANGE-OTHER,134.358,139.842,24/07/2014
4070,10,Sharyl,Turnbull,Y,10/05/1969,F,United States,8,372.24,COLOUR-BLUE,SIZE-S,RANGE-JACKET,245.6784,126.5616,24/06/2014
4071,10,Hugh,Mchoul,Y,8/06/1987,M,United States,3,94.5,COLOUR-BLUE,SIZE-S,RANGE-OTHER,62.37,32.13,7/03/2014
4072,2,Bud,Andersen,Y,6/10/1986,M,United States,6,401.16,COLOUR-GREEN,SIZE-M,RANGE-PANT,184.5336,216.6264,23/10/2013
4073,7,Clotilde,Valk,N,23/07/1986,F,New Zealand,4,69.08,COLOUR-GREEN,SIZE-S,RANGE-OTHER,41.448,27.632,19/05/2014
4074,8,Louella,Plasberg,Y,3/09/1945,F,New Zealand,8,19.12,COLOUR-BLUE,SIZE-S,RANGE-JACKET,9.56,9.56,13/07/2014
4075,2,Judi,van Baal,N,16/01/1981,F,Australia,5,52.95,COLOUR-GREEN,SIZE-S,RANGE-OTHER,40.7715,12.1785,22/04/2014
4076,4,Carlyn,Burgess,N,17/06/1952,F,New Zealand,7,88.06,COLOUR-BLUE,SIZE-XL,RANGE-SHIRT,58.1196,29.9404,28/05/2014
4077,10,Manuel,Drinhuijzen,N,23/11/1960,M,Australia,6,322.56,COLOUR-GREEN,SIZE-S,RANGE-OTHER,158.0544,164.5056,8/10/2013
4078,8,Edmund,Jacobson,N,13/10/1956,M,New Zealand,9,53.91,COLOUR-GREEN,SIZE-XL,RANGE-PANT,45.8235,8.0865,3/12/2013
4079,7,Irina,Herring,N,15/04/1995,F,United Kingdom,1,22,COLOUR-BLUE,SIZE-XL,RANGE-SHIRT,11.66,10.34,24/05/2014
4080,5,Jeramy,Jarvis,Y,28/12/1934,M,Australia,6,540.72,COLOUR-WHITE,SIZE-M,RANGE-PANT,465.0192,75.7008,22/09/2013
4081,8,Jessika,Quinn,Y,5/12/1957,F,United States,2,42.62,COLOUR-BLUE,SIZE-L,RANGE-OTHER,22.1624,20.4576,26/01/2014
4082,5,Joni,Merrill,Y,16/02/1956,F,United States,10,616.9,COLOUR-BLUE,SIZE-XXL,RANGE-PANT,289.943,326.957,18/03/2014
4083,7,Weston,Hodges,Y,14/05/1991,M,United States,2,70.62,COLOUR-WHITE,SIZE-S,RANGE-PANT,36.0162,34.6038,21/07/2014
4084,1,Veronique,Justice,N,22/01/1969,F,United Kingdom,8,174,COLOUR-BLUE,SIZE-L,RANGE-JACKET,140.94,33.06,2/09/2014
4085,2,Denisse,Gray,N,15/10/1987,F,United Kingdom,3,167.4,COLOUR-BLACK,SIZE-XL,RANGE-PANT,113.832,53.568,4/08/2014
4086,8,Zenia,Delgado,Y,17/04/1940,F,New Zealand,10,162.5,COLOUR-WHITE,SIZE-L,RANGE-OTHER,91,71.5,10/02/2014
4087,1,Corinna,van Hoorn,N,28/01/1944,F,New Zealand,7,41.65,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,32.0705,9.5795,17/08/2014
4088,3,Dorsey,Cox,N,16/10/1984,M,Australia,5,23.05,COLOUR-WHITE,SIZE-XXL,RANGE-PANT,19.5925,3.4575,15/01/2014
4089,5,Nigel,Underwood,Y,14/01/1950,M,United Kingdom,2,57.62,COLOUR-BLACK,SIZE-XXL,RANGE-PANT,38.0292,19.5908,20/01/2014
4090,7,Merlyn,Yates,N,19/10/1991,F,New Zealand,5,26.25,COLOUR-GREEN,SIZE-XL,RANGE-OTHER,14.9625,11.2875,16/03/2014
4091,9,Milagros,Slot,Y,10/10/1982,F,United Kingdom,8,58,COLOUR-GREEN,SIZE-M,RANGE-PANT,45.24,12.76,16/01/2014
4092,9,Neil,Stein,N,2/08/1985,M,United States,10,181.9,COLOUR-WHITE,SIZE-L,RANGE-OTHER,98.226,83.674,1/06/2014
4093,2,Abraham,Groeneveld,N,4/06/1984,M,Australia,9,562.14,COLOUR-WHITE,SIZE-M,RANGE-JACKET,258.5844,303.5556,3/02/2014
4094,9,Gaynell,Cornelissen,Y,21/06/1967,F,New Zealand,8,550,COLOUR-BLACK,SIZE-M,RANGE-OTHER,440,110,12/07/2014
4095,7,Lashawna,van den Berg,N,15/12/1977,F,Australia,1,16.95,COLOUR-BLUE,SIZE-XXL,RANGE-PANT,7.797,9.153,18/12/2013
4096,5,Obdulia,Rouffaer,N,18/06/1937,F,United States,3,31.32,COLOUR-WHITE,SIZE-M,RANGE-SHIRT,17.8524,13.4676,27/09/2013
4097,2,Jess,de Weerdt,N,9/04/1964,M,New Zealand,6,166.32,COLOUR-GREEN,SIZE-M,RANGE-JACKET,103.1184,63.2016,13/02/2014
4098,7,Wilson,Montgomery,N,27/08/1973,M,United Kingdom,8,85.52,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,47.036,38.484,16/10/2013
4099,6,Milan,Hoover,Y,11/05/1947,M,United States,10,21.8,COLOUR-BLUE,SIZE-L,RANGE-OTHER,17.44,4.36,24/01/2014
4100,8,Rodolfo,Mcfarland,Y,29/07/1967,M,United States,7,70.14,COLOUR-BLACK,SIZE-M,RANGE-JACKET,42.084,28.056,9/11/2013
